NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
60,LP043402060,QBOND CELL,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,BOND CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
61,LP043402061,RAKATA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,RAKATA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
62,LP043402062,RAKATA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,NASWA,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,PERUSAHAAN,MEDIUM
63,LP043402063,RATULANGI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,SOLEH,ROMBONG,NON-KAWASAN [NKW],Tidak Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
64,LP043402064,ROBI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,ROBI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
65,LP043402065,SILA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,SILA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
66,LP043402066,SUSENO,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SUSENO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
67,LP043402067,TIKA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,TIKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
68,LP043402068,VERA,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,VERA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
69,LP043402069,YANTI,LPG,4,34,2,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
70,LP043403070,ABIMANYU,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,Abimanyu,TOKO,PASAR TRADISIONAL [PSR],Permanen,PERTIGAAN,KOMPETITOR & OUTLET,MEDIUM
71,LP043403071,AJENG,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,AJENG,TOKO BESAR,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
72,LP043403072,ALAY,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,ALAY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
73,LP043403073,ARIN,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,ARIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
74,LP043403074,ARUM,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,Arum,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
75,LP043403075,BOWO,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,BOWO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
76,LP043403076,BUDI_HENI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,BUDI_HENI,ROMBONG,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,KOMPETITOR & OUTLET,MEDIUM
77,LP043403077,BULAN SABIT,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,BULAN SABIT,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
78,LP043403078,CATUR,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,CATUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
79,LP043403079,DONI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,FENISA,ROMBONG,NON-KAWASAN [NKW],Tidak Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
80,LP043403080,DUA PUTRI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,BOWO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
81,LP043403081,HARUN,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,HARUN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
82,LP043403082,IDRIS,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,IDRIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
83,LP043403083,Laba-laba Cell,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,Laba-laba Cell,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
84,LP043403084,LISA,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,LISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
85,LP043403085,M NOOR,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,BAGAS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
86,LP043403086,MANSUR,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,AGUNG,TOKO,PASAR TRADISIONAL [PSR],Tidak Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
87,LP043403087,MUNAWIR,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,MUNAWIR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
88,LP043403088,PAPAY,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG TIMUR,JAGA BAYA I,Coverage,PAPAY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
89,LP043403089,PON,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,PON,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
90,LP043403090,PUTRI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,PUTRI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
91,LP043403091,RAHMAT,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,RAHMAT,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
92,LP043403092,RISMA,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,RISMA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
93,LP043403093,RONI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,RONI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
94,LP043403094,SALENDRA,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PASIR GINTUNG,Coverage,SALENDRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
95,LP043403095,SEIRA,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,SEIRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
96,LP043403096,SIERA,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,SIERA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
97,LP043403097,SUKIJO,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,ATUN,TOKO BESAR,PEMUKIMAN [PMK],Permanen,PERTIGAAN,OUTLET,BIG
98,LP043403098,SUKINI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SUKINI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
99,LP043403099,SUSILOWATI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,GUNUNG SARI,Coverage,UNTUNG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
100,LP043403100,TINGKAT,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,TINGKAT,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
101,LP043403101,TINGKAT,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,EMA,TOKO,PASAR TRADISIONAL [PSR],Tidak Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
102,LP043403102,YANTI,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
103,LP043403103,YANTO,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,YANTO,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
104,LP043403104,YANTO,LPG,4,34,3,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,TEO CELL,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
105,LP043404105,ALDI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,DURIAN PAYUNG,Coverage,ALDI,ROMBONG,NON-KAWASAN [NKW],Tidak Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
106,LP043404106,ALDO,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,ALDO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
107,LP043404107,ANDI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,DURIAN PAYUNG,Coverage,ANDI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
108,LP043404108,AZA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,AZA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
109,LP043404109,DANI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,DANI,TOKO,NON-KAWASAN [NKW],Permanen,PERTIGAAN,OUTLET,BIG
110,LP043404110,DIRA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,DURIAN PAYUNG,Coverage,DIRA,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
111,LP043404111,FAJAR,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,FAJAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
112,LP043404112,FINA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,FINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
113,LP043404113,HERMAN,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,HERMAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
114,LP043404114,ICA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,ICA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
115,LP043404115,KRISTINA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,KRISTINA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
116,LP043404116,Linda,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,Linda,TOKO,NON-KAWASAN [NKW],Permanen,PERTIGAAN,OUTLET,BIG
117,LP043404117,MAMIK,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,MAMIK,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
118,LP043404118,NASWA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,NASWA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
119,LP043404119,NATA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,NATA,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
120,LP043404120,PIPIN,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG PUSAT,PENENGAHAN,Coverage,PIPIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
121,LP043404121,PUTRI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,PUTRI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,KOMPETITOR,SMALL
122,LP043404122,PUTRI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,PUTRI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
123,LP043404123,R2,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,R2,TOKO,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
124,LP043404124,REZA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,REZA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
125,LP043404125,RIDHO,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,RIDHO,TOKO,NON-KAWASAN [NKW],Semi-Permanen,TUSUK SATE,OUTLET,SMALL
126,LP043404126,RODI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,RODI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,MEDIUM
127,LP043404127,ROSE,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEDATON,SUKAMENANTI,Coverage,ROSE,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
128,LP043404128,SHAKIRA CELL,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,SYALIM CELL,TOKO,NON-KAWASAN [NKW],Semi-Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
129,LP043404129,SIHOMBING,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,SIHOMBING,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,BIG
130,LP043404130,SUKA-SUKA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,GEDONG AIR,Coverage,SUKA-SUKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
131,LP043404131,TATA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,TATA,ROMBONG,NON-KAWASAN [NKW],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
132,LP043404132,TATA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,TATA,TOKO,NON-KAWASAN [NKW],Permanen,PERTIGAAN,OUTLET,SMALL
133,LP043404133,TRI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,TRI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,SMALL
134,LP043404134,WATI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,WATI,TOKO,NON-KAWASAN [NKW],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
135,LP043404135,YOSHUA,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,KEMILING,LANGKA PURA,Coverage,YOSHUA,TOKO,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
136,LP043404136,YUNI,LPG,4,34,4,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SUKADANA HAM,Coverage,YUNI,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,SMALL
137,LP043405137,ALDO,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,ALDO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
138,LP043405138,APUS AJA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,APUS AJA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
139,LP043405139,ARI CELL,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,ARI CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
140,LP043405140,ASIKIN,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,ASIKIN,TOKO,PEMUKIMAN [PMK],Semi-Permanen,PERTIGAAN,OUTLET,SMALL
141,LP043405141,AZKA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,AZKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
142,LP043405142,BLORA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,BLORA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
143,LP043405143,BROTO,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,BROTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
144,LP043405144,CIAPUNG,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,CIAPUNG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
145,LP043405145,DADANG,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DADANG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
146,LP043405146,DADOEL,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DADOEL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
147,LP043405147,DANI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
148,LP043405148,DAYAT,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DAYAT,TOKO,NON-KAWASAN [NKW],Permanen,TUSUK SATE,OUTLET,BIG
149,LP043405149,DEDI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DEDI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
150,LP043405150,DEKI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DEKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
151,LP043405151,DESI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DESI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
152,LP043405152,DND,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DND,TOKO,NON-KAWASAN [NKW],Permanen,PERTIGAAN,OUTLET,SMALL
153,LP043405153,DONI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,DONI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
154,LP043405154,EKA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,EKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
155,LP043405155,EMA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,EMA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
156,LP043405156,ENCUS,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,ENCUS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
157,LP043405157,FENNY,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,FENNY,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
158,LP043405158,JANA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,JANA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
159,LP043405159,LESTARI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,LESTARI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,PERUSAHAAN,MEDIUM
160,LP043405160,LIMA SRIKANDI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,LIMA SRIKANDI,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
161,LP043405161,MARYADI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,MARYADI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
162,LP043405162,MUSDALIFA,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,MUSDALIFA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,PERUSAHAAN & OUTLET,BIG
163,LP043405163,NINING,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,NINING,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
164,LP043405164,PANJI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,PANJI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
165,LP043405165,RAFFI,LPG,4,34,5,SPV004,TMC034,BANDAR LAMPUNG,TANJUNG KARANG BARAT,SEGALA MIDER,Coverage,RAFFI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
